parcelid,bedroomcnt,bathroomcnt,calculatedfinishedsquarefeet,taxvaluedollarcnt,taxamount,yearbuilt,fips,transactiondate
13032911,3.0,1.0,1590.0,477113.0,5652.8,1921.0,6037.0,2017-05-30
12543841,2.0,2.0,1596.0,245830.0,3105.85,1913.0,6037.0,2017-05-30
11862613,2.0,1.0,932.0,415000.0,5134.69,1961.0,6037.0,2017-05-30
10930183,4.0,2.0,2136.0,1015249.0,12303.61,1938.0,6037.0,2017-05-30
13069970,5.0,3.0,2755.0,986817.0,11691.67,1988.0,6037.0,2017-05-30
11212008,4.0,2.0,1767.0,125389.0,2538.0,1988.0,6037.0,2017-05-30
14407884,3.0,3.0,2521.0,665750.0,7076.6,1992.0,6059.0,2017-05-30
12300016,3.0,2.0,1221.0,233427.0,3111.99,1947.0,6037.0,2017-05-30
13998930,4.0,2.0,1361.0,531027.0,6637.4,1959.0,6059.0,2017-05-30
13974692,4.0,2.0,1446.0,58746.0,921.36,1962.0,6059.0,2017-05-30
14481719,4.0,3.0,2551.0,480351.0,4909.32,1989.0,6059.0,2017-05-30
14184323,4.0,3.0,2397.0,589657.0,6758.76,1988.0,6059.0,2017-05-30
14497052,2.0,2.0,1272.0,563971.0,7645.02,1987.0,6059.0,2017-05-30
12518571,3.0,2.0,1467.0,318485.0,3875.83,1951.0,6037.0,2017-05-30
12921278,3.0,3.0,1633.0,295750.0,3657.84,1958.0,6037.0,2017-05-30
13908853,3.0,2.0,1121.0,380724.0,4443.24,1962.0,6059.0,2017-05-30
14484599,3.0,4.0,3599.0,951000.0,12026.64,1990.0,6059.0,2017-05-30
14137032,3.0,1.0,1466.0,64890.0,1049.26,1928.0,6059.0,2017-05-30
12782266,2.0,2.0,1051.0,408344.0,5138.64,1940.0,6037.0,2017-05-30
13015120,3.0,2.0,1341.0,266417.0,3321.44,1951.0,6037.0,2017-05-30
14317318,2.0,1.0,1120.0,218725.0,2773.68,1969.0,6059.0,2017-05-30
11040904,3.0,2.0,1717.0,230437.0,2834.45,1951.0,6037.0,2017-05-30
12803042,4.0,3.0,2294.0,312844.0,4197.14,1998.0,6037.0,2017-05-30
17204490,3.0,2.5,1667.0,569036.0,6789.44,2004.0,6111.0,2017-05-30
10723981,5.0,3.0,3362.0,1108021.0,13601.71,1977.0,6037.0,2017-05-30
14466968,5.0,4.5,5862.0,2006084.0,20896.62,1995.0,6059.0,2017-05-30
14078751,5.0,2.5,2481.0,1086317.0,12024.6,1973.0,6059.0,2017-05-30
12387075,3.0,2.0,1727.0,312251.0,3970.2,1953.0,6037.0,2017-05-30
14053947,4.0,2.0,1458.0,605956.0,6860.28,1964.0,6059.0,2017-05-30
14281007,3.0,2.5,2405.0,739184.0,8411.98,1990.0,6059.0,2017-05-30
17059003,4.0,2.0,1781.0,259546.0,3457.7,1968.0,6111.0,2017-05-30
10723528,4.0,2.0,2077.0,740000.0,9138.33,1972.0,6037.0,2017-05-30
11988574,4.0,2.0,2015.0,1400000.0,16898.59,1942.0,6037.0,2017-05-30
17135995,3.0,2.0,1715.0,369230.0,3932.6,1960.0,6111.0,2017-05-30
13923454,3.0,1.5,1397.0,203479.0,2622.22,1954.0,6059.0,2017-05-30
13987149,3.0,2.0,1530.0,268532.0,3326.62,1956.0,6059.0,2017-05-30
12787953,2.0,1.0,1157.0,49274.0,971.26,1925.0,6037.0,2017-05-30
11261834,3.0,2.0,1528.0,147084.0,1949.91,1975.0,6037.0,2017-05-30
12942731,3.0,2.0,1428.0,53588.0,984.92,1957.0,6037.0,2017-05-30
12766900,4.0,2.0,1495.0,85749.0,1401.17,1951.0,6037.0,2017-05-30
11015331,3.0,2.0,1761.0,695000.0,8476.75,1972.0,6037.0,2017-05-30
14217474,3.0,2.5,1938.0,517767.0,5622.9,1977.0,6059.0,2017-05-30
10912025,2.0,1.0,1246.0,170136.0,2142.12,1934.0,6037.0,2017-05-30
14446987,3.0,2.5,1651.0,486304.0,5301.28,1977.0,6059.0,2017-05-30
14237185,3.0,2.0,1138.0,535036.0,5875.26,1954.0,6059.0,2017-05-30
14371294,3.0,2.0,1779.0,679000.0,7095.56,1969.0,6059.0,2017-05-30
12444585,0.0,0.0,738.0,84701.0,1337.61,1942.0,6037.0,2017-05-30
10943731,3.0,2.0,1390.0,729808.0,8083.53,1940.0,6037.0,2017-05-30
11251358,3.0,3.0,1626.0,118118.0,1665.41,2015.0,6037.0,2017-05-30
17279804,5.0,2.5,1714.0,681000.0,7174.44,1964.0,6111.0,2017-05-30
14499533,4.0,2.5,2705.0,813215.0,8397.92,1979.0,6059.0,2017-05-30
14380994,3.0,2.5,2060.0,634782.0,6487.26,1978.0,6059.0,2017-05-30
12221272,4.0,1.0,1110.0,25835.0,648.81,1925.0,6037.0,2017-05-30
12538939,2.0,1.0,955.0,297619.0,3595.52,1921.0,6037.0,2017-05-30
14326805,4.0,2.5,2595.0,1090594.0,15282.66,2004.0,6059.0,2017-05-30
14139108,2.0,1.0,968.0,387093.0,4527.98,1950.0,6059.0,2017-05-30
17230510,4.0,2.5,2478.0,629454.0,7208.5,1976.0,6111.0,2017-05-30
14082476,3.0,2.0,1242.0,50857.0,824.98,1960.0,6059.0,2017-05-30
14303199,2.0,2.0,1125.0,449184.0,4662.78,1976.0,6059.0,2017-05-30
14465516,4.0,2.0,1898.0,440993.0,4410.42,1969.0,6059.0,2017-05-30
11262028,4.0,3.0,2235.0,279000.0,4166.45,1989.0,6037.0,2017-05-30
11183143,3.0,3.0,2192.0,192614.0,3382.29,1989.0,6037.0,2017-05-30
12093846,2.0,1.0,1688.0,301443.0,3665.41,1952.0,6037.0,2017-05-30
11499564,3.0,2.0,1342.0,1555463.0,17225.35,1947.0,6037.0,2017-05-30
12593678,3.0,2.0,992.0,424246.0,5398.54,1953.0,6037.0,2017-05-30
14467279,3.0,3.5,3946.0,1003086.0,10508.1,1997.0,6059.0,2017-05-30
12240514,2.0,1.0,614.0,141747.0,2253.96,1948.0,6037.0,2017-05-30
12479109,3.0,1.0,1212.0,73253.0,1227.96,1942.0,6037.0,2017-05-30
13959177,3.0,1.5,1125.0,422417.0,5239.5,1953.0,6059.0,2017-05-30
11298394,3.0,2.0,1521.0,125390.0,2275.84,1987.0,6037.0,2017-05-30
17130072,5.0,3.0,3113.0,743873.0,7915.74,2003.0,6111.0,2017-05-30
14448064,2.0,1.0,912.0,45651.0,776.58,1963.0,6059.0,2017-05-30
14263337,3.0,2.0,1203.0,308444.0,3709.8,1958.0,6059.0,2017-05-30
11864212,2.0,2.0,1409.0,302215.0,3736.32,1922.0,6037.0,2017-05-30
10839636,2.0,1.0,1222.0,272385.0,3404.68,1955.0,6037.0,2017-05-30
10790160,3.0,3.0,1926.0,523000.0,6389.05,1979.0,6037.0,2017-05-30
14219546,3.0,2.5,2461.0,254548.0,2902.56,1977.0,6059.0,2017-05-30
14389561,4.0,4.0,4049.0,1467833.0,15148.6,1980.0,6059.0,2017-05-30
12429624,3.0,1.0,1082.0,181991.0,2517.55,1950.0,6037.0,2017-05-30
11051438,3.0,2.0,1562.0,65392.0,921.81,1957.0,6037.0,2017-05-30
11700157,2.0,2.0,1143.0,562514.0,7150.74,1941.0,6037.0,2017-05-30
12924125,3.0,2.0,1571.0,76372.0,1303.9,1957.0,6037.0,2017-05-30
14227227,4.0,2.0,1872.0,450941.0,5006.14,1964.0,6059.0,2017-05-30
13977563,6.0,3.0,2957.0,1205101.0,13459.26,1997.0,6059.0,2017-05-30
13033915,3.0,2.0,1337.0,559000.0,6457.1,1954.0,6037.0,2017-05-30
14413541,3.0,2.5,2056.0,774558.0,7785.86,1989.0,6059.0,2017-05-30
17267536,0.0,0.0,,26237.0,302.94,,6111.0,2017-05-30
17060652,4.0,3.5,4967.0,811008.0,9224.64,1985.0,6111.0,2017-05-30
12280510,3.0,1.0,1249.0,327000.0,4487.2,1928.0,6037.0,2017-05-30
11942642,2.0,1.0,844.0,897231.0,10739.56,1922.0,6037.0,2017-05-30
11642396,5.0,6.0,7035.0,2023280.0,24677.76,1993.0,6037.0,2017-05-30
14428898,3.0,2.0,1589.0,1395968.0,15225.6,1972.0,6059.0,2017-05-30
17137904,3.0,2.0,1472.0,410888.0,4453.32,1964.0,6111.0,2017-05-30
12549924,2.0,1.0,997.0,340108.0,4167.93,1922.0,6037.0,2017-05-30
11725554,3.0,1.0,1512.0,541640.0,6677.46,1947.0,6037.0,2017-05-30
11320353,4.0,3.0,2655.0,320000.0,4822.44,1991.0,6037.0,2017-05-30
11919121,3.0,2.0,1284.0,237605.0,3355.29,1936.0,6037.0,2017-05-30
13981636,3.0,2.5,4020.0,3092695.0,33102.74,1998.0,6059.0,2017-05-30
11034841,3.0,2.0,1119.0,192600.0,2417.79,1952.0,6037.0,2017-05-30
14349892,3.0,2.5,1994.0,420464.0,5372.38,1998.0,6059.0,2017-05-30
11996574,3.0,2.0,1452.0,333087.0,4086.19,1934.0,6037.0,2017-05-30
12261529,3.0,2.0,1148.0,39093.0,962.02,1957.0,6037.0,2017-05-30
14038473,3.0,2.0,1552.0,574643.0,6523.64,1962.0,6059.0,2017-05-30
13074167,3.0,3.0,4209.0,797641.0,9321.46,1989.0,6037.0,2017-05-30
17211957,3.0,2.0,1791.0,585798.0,6261.52,1962.0,6111.0,2017-05-30
11769710,2.0,1.0,960.0,21287.0,402.74,1907.0,6037.0,2017-05-30
14272983,3.0,2.0,1171.0,58438.0,1267.14,1957.0,6059.0,2017-05-30
11250773,3.0,2.0,1134.0,114425.0,1513.46,1987.0,6037.0,2017-05-30
12645402,2.0,1.0,874.0,298545.0,3571.42,1955.0,6037.0,2017-05-30
14435362,3.0,3.0,4180.0,653514.0,6562.5,1985.0,6059.0,2017-05-30
12922395,3.0,3.0,1768.0,576000.0,6810.77,1980.0,6037.0,2017-05-30
17176682,3.0,2.5,2001.0,303591.0,3506.98,1999.0,6111.0,2017-05-30
12218687,3.0,1.0,948.0,129769.0,1756.7,1955.0,6037.0,2017-05-30
17288009,4.0,3.5,2382.0,543337.0,6999.54,1993.0,6111.0,2017-05-30
12208238,3.0,2.0,1514.0,66804.0,918.66,1939.0,6037.0,2017-05-31
14499208,4.0,2.5,2525.0,666516.0,6814.24,1985.0,6059.0,2017-05-31
11043779,3.0,2.0,1171.0,361025.0,4370.34,1954.0,6037.0,2017-05-31
14479784,4.0,2.5,2086.0,325567.0,2976.7,1993.0,6059.0,2017-05-31
11050365,5.0,2.0,2008.0,358976.0,12192.44,1955.0,6037.0,2017-05-31
10996701,2.0,1.0,884.0,241368.0,2990.28,1953.0,6037.0,2017-05-31
11552897,4.0,4.0,3675.0,1335412.0,16200.86,1957.0,6037.0,2017-05-31
14475096,4.0,2.5,2874.0,609036.0,6294.1,1969.0,6059.0,2017-05-31
10801148,2.0,1.0,804.0,56696.0,761.32,1949.0,6037.0,2017-05-31
11040421,3.0,1.0,1066.0,340108.0,4203.69,1952.0,6037.0,2017-05-31
11056435,3.0,2.0,1477.0,310574.0,3924.24,1956.0,6037.0,2017-05-31
12700935,2.0,2.0,1508.0,638532.0,8648.41,1953.0,6037.0,2017-05-31
11176858,4.0,4.0,3066.0,428806.0,5832.39,2000.0,6037.0,2017-05-31
12772224,3.0,1.0,1398.0,365000.0,4413.34,1954.0,6037.0,2017-05-31
12760197,2.0,1.0,777.0,148543.0,2161.81,1954.0,6037.0,2017-05-31
14009091,2.0,2.0,1819.0,325813.0,24366.44,1947.0,6059.0,2017-05-31
12825040,3.0,2.0,1236.0,438000.0,5223.16,1955.0,6037.0,2017-05-31
14499207,4.0,2.5,2525.0,398348.0,4123.2,1985.0,6059.0,2017-05-31
11005288,3.0,2.0,1600.0,339746.0,4289.05,1969.0,6037.0,2017-05-31
10977165,5.0,2.0,1415.0,201595.0,2967.05,1930.0,6037.0,2017-05-31
11180108,4.0,3.0,3273.0,703465.0,8706.61,1987.0,6037.0,2017-05-31
11178222,3.0,3.0,1512.0,407927.0,5555.42,1986.0,6037.0,2017-05-31
17231617,4.0,3.5,4206.0,1152000.0,12735.72,2005.0,6111.0,2017-05-31
14009174,4.0,2.0,1389.0,420943.0,5227.04,1955.0,6059.0,2017-05-31
10996285,6.0,3.0,2590.0,675579.0,8313.76,1966.0,6037.0,2017-05-31
12825044,2.0,1.0,1054.0,146173.0,1999.99,1952.0,6037.0,2017-05-31
13983014,3.0,2.0,1326.0,444382.0,5561.26,1964.0,6059.0,2017-05-31
11904130,2.0,2.0,1268.0,66228.0,1070.89,1940.0,6037.0,2017-05-31
11892493,3.0,3.0,2088.0,119246.0,3288.97,1942.0,6037.0,2017-05-31
14185680,4.0,2.0,1768.0,279209.0,3383.88,1975.0,6059.0,2017-05-31
12764204,3.0,2.0,1150.0,52344.0,1074.77,1962.0,6037.0,2017-05-31
12793765,3.0,2.0,1159.0,336579.0,4164.48,1950.0,6037.0,2017-05-31
12701472,4.0,3.0,1797.0,1716387.0,19407.05,1956.0,6037.0,2017-05-31
11049312,3.0,2.0,1625.0,565000.0,6812.31,1955.0,6037.0,2017-05-31
11559503,3.0,3.0,1855.0,108682.0,1371.23,1948.0,6037.0,2017-05-31
17193872,4.0,3.5,3600.0,1447745.0,15655.6,2002.0,6111.0,2017-05-31
11184512,3.0,3.0,3231.0,481602.0,7004.79,1992.0,6037.0,2017-05-31
10989063,3.0,2.0,1560.0,87770.0,1191.37,1955.0,6037.0,2017-05-31
14168369,4.0,3.0,2430.0,427705.0,5074.28,1987.0,6059.0,2017-05-31
14181735,4.0,2.5,1884.0,331074.0,4333.08,1994.0,6059.0,2017-05-31
10978002,3.0,1.0,978.0,49440.0,715.54,1949.0,6037.0,2017-05-31
11880817,4.0,2.0,2120.0,1109577.0,13168.36,1908.0,6037.0,2017-05-31
13997663,4.0,2.0,1309.0,182969.0,2314.24,1957.0,6059.0,2017-05-31
14011098,2.0,1.5,1110.0,283345.0,3381.48,1973.0,6059.0,2017-05-31
12688075,3.0,3.0,4233.0,2288516.0,25832.85,1992.0,6037.0,2017-05-31
11885097,2.0,2.0,1118.0,54836.0,935.32,1922.0,6037.0,2017-05-31
11527066,3.0,2.0,1115.0,821083.0,9877.01,1944.0,6037.0,2017-05-31
12707028,4.0,2.0,1682.0,100611.0,1441.36,1957.0,6037.0,2017-05-31
12798137,2.0,1.0,1196.0,302921.0,3845.13,1953.0,6037.0,2017-05-31
17218143,3.0,2.0,1551.0,392580.0,4227.22,1970.0,6111.0,2017-05-31
12707395,4.0,2.0,2063.0,713271.0,8423.28,1970.0,6037.0,2017-05-31
12781779,2.0,1.0,952.0,318309.0,3980.96,1942.0,6037.0,2017-05-31
12385494,4.0,3.0,2176.0,105575.0,1592.21,1968.0,6037.0,2017-05-31
12218313,1.0,1.0,580.0,19833.0,555.47,1954.0,6037.0,2017-05-31
14179028,4.0,3.0,2016.0,324887.0,3799.92,1971.0,6059.0,2017-05-31
12731767,4.0,3.0,2108.0,109438.0,1602.86,1961.0,6037.0,2017-05-31
12201666,2.0,1.0,766.0,227815.0,3183.75,1926.0,6037.0,2017-05-31
11052485,5.0,4.0,2089.0,338645.0,4142.52,1959.0,6037.0,2017-05-31
11272604,3.0,2.0,1565.0,153848.0,2649.87,2003.0,6037.0,2017-05-31
11004010,4.0,3.0,2198.0,697289.0,8390.69,2006.0,6037.0,2017-05-31
11875577,1.0,1.0,590.0,167748.0,2162.24,1923.0,6037.0,2017-05-31
11518018,2.0,2.0,1721.0,233803.0,3344.21,1955.0,6037.0,2017-05-31
12789131,3.0,3.0,2331.0,122145.0,1773.62,1957.0,6037.0,2017-05-31
12706315,3.0,2.0,2063.0,133951.0,2197.07,1973.0,6037.0,2017-05-31
11178667,3.0,3.0,2368.0,476000.0,6458.83,2000.0,6037.0,2017-05-31
11503027,2.0,1.0,1200.0,1725925.0,19159.27,1946.0,6037.0,2017-05-31
14167243,3.0,2.0,1839.0,305415.0,3668.76,1961.0,6059.0,2017-05-31
12680799,3.0,2.0,1880.0,354327.0,4260.03,1949.0,6037.0,2017-05-31
14177404,3.0,1.5,1154.0,352323.0,4457.94,1958.0,6059.0,2017-05-31
12730123,3.0,2.0,1236.0,317063.0,4100.58,1951.0,6037.0,2017-05-31
11248298,3.0,2.0,1176.0,56696.0,870.25,1979.0,6037.0,2017-05-31
14471361,3.0,3.0,2916.0,816583.0,8142.88,1990.0,6059.0,2017-05-31
11008737,4.0,3.0,2526.0,732000.0,8908.55,1979.0,6037.0,2017-05-31
17223224,3.0,2.0,1408.0,557000.0,6421.6,1991.0,6111.0,2017-05-31
14490848,3.0,2.5,2882.0,490650.0,5002.14,1971.0,6059.0,2017-05-31
13984595,3.0,1.0,1300.0,603740.0,6270.58,1928.0,6059.0,2017-05-31
12696083,3.0,2.0,1572.0,140377.0,2072.19,1955.0,6037.0,2017-05-31
11994213,2.0,1.0,1040.0,248320.0,3043.52,1921.0,6037.0,2017-05-31
14003018,4.0,2.0,1163.0,455000.0,5247.06,1955.0,6059.0,2017-05-31
17204260,5.0,3.0,2904.0,606178.0,7047.8,2001.0,6111.0,2017-05-31
14484289,3.0,2.5,1954.0,667919.0,8611.94,1990.0,6059.0,2017-05-31
12684000,3.0,1.0,1296.0,75335.0,1039.1,1954.0,6037.0,2017-05-31
10994033,3.0,3.0,1586.0,474675.0,5816.75,1961.0,6037.0,2017-05-31
14183951,4.0,2.0,1486.0,351036.0,4367.84,1976.0,6059.0,2017-05-31
14532067,2.0,1.5,900.0,125096.0,1789.54,1964.0,6059.0,2017-05-31
11178031,3.0,3.0,1638.0,249621.0,3536.28,1986.0,6037.0,2017-05-31
14482029,4.0,4.5,3568.0,617389.0,6520.76,1990.0,6059.0,2017-05-31
12857492,3.0,3.0,2018.0,155698.0,2089.8,1969.0,6037.0,2017-05-31
17223204,4.0,2.5,2088.0,623000.0,7047.18,1991.0,6111.0,2017-05-31
10802235,7.0,8.0,6641.0,1187446.0,14590.91,1910.0,6037.0,2017-05-31
11058032,3.0,2.0,1393.0,431480.0,5292.49,1958.0,6037.0,2017-05-31
12172060,3.0,2.0,1561.0,732316.0,8570.6,1939.0,6037.0,2017-05-31
10984227,3.0,2.0,1172.0,48205.0,790.73,1956.0,6037.0,2017-05-31
11528549,3.0,2.0,1036.0,670998.0,8171.21,1946.0,6037.0,2017-05-31
12744511,3.0,1.0,950.0,366000.0,4752.71,1953.0,6037.0,2017-05-31
14495639,4.0,3.0,2160.0,725903.0,7426.14,1989.0,6059.0,2017-05-31
11546179,3.0,2.0,1705.0,1893441.0,22719.6,1929.0,6037.0,2017-05-31
14166468,6.0,5.5,5517.0,2370353.0,26527.14,2003.0,6059.0,2017-05-31
14506846,2.0,1.0,1073.0,186161.0,1936.88,1976.0,6059.0,2017-05-31
12047546,2.0,2.0,1551.0,465989.0,5096.29,1928.0,6037.0,2017-05-31
14182747,4.0,2.0,2114.0,385423.0,4538.52,1962.0,6059.0,2017-05-31
11058903,4.0,2.0,2110.0,87354.0,1228.66,1956.0,6037.0,2017-05-31
14011386,3.0,1.5,1018.0,149700.0,2043.94,1959.0,6059.0,2017-05-31
11881645,6.0,3.0,3398.0,219200.0,3254.18,1904.0,6037.0,2017-05-31
17204842,3.0,3.5,2600.0,715110.0,12543.04,2009.0,6111.0,2017-05-31
12724083,3.0,1.0,1374.0,390871.0,6286.66,1952.0,6037.0,2017-05-31
14474179,4.0,2.0,2109.0,342602.0,3476.68,1967.0,6059.0,2017-05-31
12823421,3.0,2.0,1049.0,318309.0,3911.92,1959.0,6037.0,2017-05-31
11891767,3.0,2.0,1922.0,1319825.0,15802.75,1941.0,6037.0,2017-05-31
11573670,4.0,3.0,2064.0,1456328.0,17200.78,1940.0,6037.0,2017-05-31
11997705,3.0,2.0,1780.0,1118251.0,13475.33,1928.0,6037.0,2017-05-31
11580695,4.0,3.0,3228.0,267119.0,3750.93,1929.0,6037.0,2017-05-31
11014309,4.0,2.0,1570.0,473304.0,5902.07,1958.0,6037.0,2017-05-31
12721665,3.0,1.0,1067.0,356507.0,4762.89,1953.0,6037.0,2017-05-31
11901257,2.0,1.0,1476.0,548235.0,6554.4,1927.0,6037.0,2017-05-31
14173883,1.0,1.0,1125.0,329621.0,3971.96,1961.0,6059.0,2017-05-31
11593910,6.0,7.0,4191.0,3640823.0,42152.03,1912.0,6037.0,2017-05-31
11032190,2.0,1.0,1040.0,207719.0,2578.24,1950.0,6037.0,2017-05-31
14502611,3.0,2.5,1734.0,258431.0,4376.58,1997.0,6059.0,2017-05-31
14498705,3.0,3.0,3018.0,492935.0,5025.68,1991.0,6059.0,2017-05-31
11574718,3.0,2.0,2158.0,1811000.0,21239.58,1926.0,6037.0,2017-05-31
11048782,3.0,2.0,1420.0,460811.0,5638.23,1952.0,6037.0,2017-05-31
11032147,2.0,1.0,1322.0,254544.0,3239.5,1949.0,6037.0,2017-05-31
14488346,3.0,2.0,1470.0,653000.0,6626.62,1976.0,6059.0,2017-05-31
11873455,3.0,3.0,2072.0,564575.0,6818.47,2006.0,6037.0,2017-05-31
12790556,3.0,2.0,1824.0,120280.0,1941.23,1948.0,6037.0,2017-05-31
11004501,2.0,1.0,996.0,45508.0,664.76,1953.0,6037.0,2017-05-31
10999046,4.0,3.0,1774.0,389856.0,4813.73,1937.0,6037.0,2017-05-31
12727034,2.0,1.0,924.0,360610.0,4652.82,1962.0,6037.0,2017-05-31
12752762,3.0,2.0,1613.0,562000.0,7098.09,1958.0,6037.0,2017-05-31
11502436,2.0,2.0,2079.0,5482350.0,60316.96,1930.0,6037.0,2017-05-31
17197037,5.0,3.0,3069.0,313132.0,3460.36,1987.0,6111.0,2017-05-31
11182791,3.0,3.0,1813.0,284270.0,4404.21,1989.0,6037.0,2017-05-31
11179455,3.0,3.0,2247.0,431695.0,5925.51,2003.0,6037.0,2017-05-31
11548959,2.0,1.0,1234.0,109446.0,1482.34,1925.0,6037.0,2017-05-31
12855028,4.0,2.0,1288.0,385259.0,4669.21,1963.0,6037.0,2017-05-31
14181363,3.0,2.5,1664.0,572128.0,6874.82,1986.0,6059.0,2017-05-31
11502829,3.0,2.0,1588.0,1600000.0,17797.95,1950.0,6037.0,2017-05-31
11023456,3.0,2.0,1800.0,410160.0,5114.95,1953.0,6037.0,2017-05-31
11270278,4.0,4.0,2727.0,320841.0,4536.47,1983.0,6037.0,2017-05-31
12687752,2.0,2.0,1382.0,1177690.0,13812.47,1954.0,6037.0,2017-05-31
11502275,4.0,3.0,3343.0,3589820.0,39667.01,1948.0,6037.0,2017-05-31
11509037,3.0,4.0,3200.0,2077929.0,22037.73,2005.0,6037.0,2017-05-31
12699989,3.0,2.0,2172.0,412295.0,5210.07,1962.0,6037.0,2017-05-31
12754398,2.0,1.0,752.0,244453.0,3226.79,1949.0,6037.0,2017-05-31
11021700,4.0,4.0,1790.0,318310.0,5922.78,1953.0,6037.0,2017-05-31
12725701,5.0,2.0,1591.0,132520.0,1957.95,1953.0,6037.0,2017-05-31
11052148,3.0,2.0,1507.0,436157.0,5377.64,1954.0,6037.0,2017-05-31
10995141,2.0,1.0,788.0,158425.0,2009.33,1949.0,6037.0,2017-05-31
14014448,3.0,2.0,1667.0,264856.0,3186.22,1956.0,6059.0,2017-05-31
10795616,3.0,2.0,1667.0,115937.0,1548.91,1957.0,6037.0,2017-05-31
10787535,3.0,2.0,1232.0,69331.0,4661.47,1953.0,6037.0,2017-05-31
10981267,4.0,4.0,2594.0,191268.0,2460.36,1976.0,6037.0,2017-05-31
12234997,2.0,2.0,1256.0,41952.0,759.45,1930.0,6037.0,2017-05-31
12780430,2.0,1.0,946.0,207903.0,5379.84,1950.0,6037.0,2017-05-31
10797217,4.0,3.0,3207.0,938958.0,11478.38,2004.0,6037.0,2017-05-31
17249509,3.0,2.0,1110.0,146801.0,2028.5,1962.0,6111.0,2017-05-31
14114671,3.0,2.0,1410.0,199628.0,2500.74,1956.0,6059.0,2017-05-31
12992762,4.0,2.0,1620.0,68006.0,1165.74,1955.0,6037.0,2017-05-31
14078993,3.0,3.0,2231.0,785055.0,8785.76,1964.0,6059.0,2017-05-31
11724454,3.0,2.0,1598.0,63527.0,880.78,1941.0,6037.0,2017-05-31
14304918,2.0,2.0,1305.0,684000.0,7132.12,1974.0,6059.0,2017-05-31
12937296,3.0,2.0,1238.0,237037.0,6399.56,1954.0,6037.0,2017-05-31
14144102,4.0,4.0,3359.0,272530.0,3256.56,1973.0,6059.0,2017-05-31
10869773,3.0,3.0,2473.0,1600000.0,19395.81,1953.0,6037.0,2017-05-31
13040627,3.0,2.0,1594.0,315189.0,3973.38,1961.0,6037.0,2017-05-31
10934545,2.0,2.0,1944.0,119870.0,1583.56,1939.0,6037.0,2017-05-31
11724336,2.0,2.0,1481.0,392543.0,4797.2,1939.0,6037.0,2017-05-31
11235986,3.0,3.0,2070.0,236101.0,3711.63,1992.0,6037.0,2017-05-31
13949731,3.0,1.5,1009.0,499522.0,6049.86,1957.0,6059.0,2017-05-31
17249338,3.0,1.5,1100.0,57882.0,1002.12,1962.0,6111.0,2017-05-31
12339485,2.0,1.0,836.0,195420.0,2589.92,1969.0,6037.0,2017-05-31
14038235,3.0,2.0,1032.0,619000.0,6925.26,1962.0,6059.0,2017-05-31
12291730,5.0,3.0,2849.0,242993.0,4831.31,1957.0,6037.0,2017-05-31
10936085,3.0,2.0,1370.0,94636.0,1069.92,1942.0,6037.0,2017-05-31
10936051,3.0,2.0,988.0,489515.0,5439.51,1944.0,6037.0,2017-05-31
12144945,5.0,6.0,6758.0,3374106.0,37711.27,2011.0,6037.0,2017-05-31
12098156,4.0,2.0,1682.0,612635.0,7114.05,1931.0,6037.0,2017-05-31
17166327,3.0,2.0,1280.0,151362.0,1842.52,1958.0,6111.0,2017-05-31
14136002,5.0,4.0,4282.0,1306163.0,14495.48,1995.0,6059.0,2017-05-31
12318593,2.0,1.0,1013.0,75601.0,1123.46,1939.0,6037.0,2017-05-31
12057473,3.0,2.0,1306.0,76371.0,881.05,1950.0,6037.0,2017-05-31
12514246,2.0,2.0,1240.0,66532.0,957.95,1949.0,6037.0,2017-05-31
11344899,3.0,3.0,2214.0,568000.0,8191.31,1988.0,6037.0,2017-05-31
11849324,3.0,2.0,1826.0,123376.0,1850.26,1954.0,6037.0,2017-05-31
11943763,2.0,2.0,1148.0,74437.0,1043.73,1924.0,6037.0,2017-05-31
17250438,4.0,2.0,2263.0,350663.0,4145.48,1979.0,6111.0,2017-05-31
11640615,6.0,8.0,8706.0,4984456.0,60100.28,1989.0,6037.0,2017-05-31
14199129,4.0,2.0,2700.0,536534.0,6141.52,1981.0,6059.0,2017-05-31
10874536,3.0,2.0,1275.0,299857.0,3710.62,1953.0,6037.0,2017-05-31
10716218,3.0,2.0,1651.0,586000.0,7135.73,1965.0,6037.0,2017-05-31
14065062,3.0,2.5,1927.0,168274.0,2176.82,1976.0,6059.0,2017-05-31
10839799,3.0,3.0,1354.0,253785.0,3175.76,1921.0,6037.0,2017-05-31
14142749,3.0,2.5,2037.0,668836.0,7591.56,1964.0,6059.0,2017-05-31
14414260,3.0,2.0,1893.0,647208.0,6568.0,1976.0,6059.0,2017-05-31
14219084,3.0,2.5,1380.0,490682.0,5015.98,1987.0,6059.0,2017-05-31
14417282,4.0,2.0,1960.0,414951.0,4146.88,1972.0,6059.0,2017-05-31
10872624,3.0,2.0,1032.0,235286.0,2928.45,1953.0,6037.0,2017-05-31
17282522,4.0,4.0,1919.0,344457.0,3725.42,1959.0,6111.0,2017-05-31
13083649,4.0,3.0,1611.0,334224.0,4316.97,1989.0,6037.0,2017-05-31
14305956,4.0,3.0,2319.0,533508.0,5515.22,1976.0,6059.0,2017-05-31
13016790,2.0,1.0,1363.0,354377.0,4332.07,1927.0,6037.0,2017-05-31
14220461,4.0,3.0,2928.0,923877.0,9821.54,1984.0,6059.0,2017-05-31
