parcelid,State,County,taxrate
11136789,California,Los Angeles,1.86
12491501,California,Los Angeles,1.23
12790975,California,Los Angeles,1.28
17085087,California,Ventura,1.05
13032350,California,Los Angeles,1.22
11335892,California,Los Angeles,1.13
11542298,California,Los Angeles,1.21
11420218,California,Los Angeles,1.28
12922905,California,Los Angeles,1.18
11083944,California,Los Angeles,1.24
11330587,California,Los Angeles,1.18
12690437,California,Los Angeles,1.19
11084636,California,Los Angeles,1.28
14364454,California,Orange,0.95
10951150,California,Los Angeles,1.11
11062773,California,Los Angeles,1.23
14465176,California,Orange,1.46
10859435,California,Los Angeles,1.21
13999608,California,Orange,2.02
14280078,California,Orange,1.55
14486365,California,Orange,1.03
11711135,California,Los Angeles,1.6
11266294,California,Los Angeles,1.23
14416347,California,Orange,1.02
11266454,California,Los Angeles,1.51
14486108,California,Orange,1.0
12865655,California,Los Angeles,1.27
13852287,California,Orange,1.37
14275707,California,Orange,1.09
11051299,California,Los Angeles,1.3
12943855,California,Los Angeles,1.36
11321029,California,Los Angeles,1.59
11322123,California,Los Angeles,2.71
11180601,California,Los Angeles,1.22
14016301,California,Orange,1.27
13836334,California,Orange,1.17
13022543,California,Los Angeles,1.28
14368562,California,Orange,1.03
11324370,California,Los Angeles,2.85
14420396,California,Orange,1.0
11182695,California,Los Angeles,2.78
12701478,California,Los Angeles,1.96
14165479,California,Orange,1.23
13840401,California,Orange,1.24
12703067,California,Los Angeles,1.13
11323134,California,Los Angeles,1.24
12429899,California,Los Angeles,1.3
12486883,California,Los Angeles,1.6
13992054,California,Orange,1.55
17232750,California,Ventura,1.13
10826166,California,Los Angeles,1.22
17265748,California,Ventura,1.09
10841277,California,Los Angeles,1.24
10831211,California,Los Angeles,1.24
12160463,California,Los Angeles,1.2
10712731,California,Los Angeles,1.44
12247225,California,Los Angeles,1.39
11975924,California,Los Angeles,1.21
17257232,California,Ventura,1.18
12160268,California,Los Angeles,1.2
11892642,California,Los Angeles,1.26
10787383,California,Los Angeles,1.27
12074531,California,Los Angeles,1.1
17228299,California,Ventura,1.2
12081630,California,Los Angeles,1.18
10814573,California,Los Angeles,1.21
12262968,California,Los Angeles,1.95
11940236,California,Los Angeles,1.22
10800930,California,Los Angeles,1.22
12030671,California,Los Angeles,1.21
12159792,California,Los Angeles,2.25
17131211,California,Ventura,1.07
12222641,California,Los Angeles,1.42
12124748,California,Los Angeles,2.91
12162211,California,Los Angeles,1.76
17255166,California,Ventura,1.15
12219461,California,Los Angeles,1.34
17200667,California,Ventura,1.12
12075705,California,Los Angeles,1.1
12965874,California,Los Angeles,1.62
12333874,California,Los Angeles,1.26
12289610,California,Los Angeles,1.86
12333752,California,Los Angeles,1.23
17132903,California,Ventura,1.08
17283001,California,Ventura,1.0
11804374,California,Los Angeles,1.64
17180584,California,Ventura,1.16
11995627,California,Los Angeles,1.36
11805196,California,Los Angeles,1.4
17167747,California,Ventura,1.2
12222792,California,Los Angeles,1.26
11834961,California,Los Angeles,2.49
12321008,California,Los Angeles,1.24
10728674,California,Los Angeles,1.22
12341391,California,Los Angeles,1.33
10825338,California,Los Angeles,1.28
12099888,California,Los Angeles,1.17
10743947,California,Los Angeles,1.14
11911398,California,Los Angeles,1.35
12131538,California,Los Angeles,1.22
12134834,California,Los Angeles,1.51
11829150,California,Los Angeles,1.37
11877558,California,Los Angeles,1.16
17297126,California,Ventura,1.26
11823289,California,Los Angeles,1.41
17277306,California,Ventura,1.05
10714714,California,Los Angeles,1.24
11878427,California,Los Angeles,1.19
10765860,California,Los Angeles,1.22
11922110,California,Los Angeles,1.19
12371770,California,Los Angeles,1.36
12450205,California,Los Angeles,1.7
10811144,California,Los Angeles,1.23
10811462,California,Los Angeles,1.22
12050291,California,Los Angeles,1.11
12239933,California,Los Angeles,1.34
10813832,California,Los Angeles,1.23
12124446,California,Los Angeles,1.29
11851821,California,Los Angeles,2.1
17231163,California,Ventura,1.2
12288127,California,Los Angeles,1.73
12108206,California,Los Angeles,1.22
17149770,California,Ventura,1.17
17196864,California,Ventura,1.11
12016224,California,Los Angeles,1.22
10765676,California,Los Angeles,1.29
10768418,California,Los Angeles,1.23
12035943,California,Los Angeles,1.2
11291498,California,Los Angeles,3.81
11869721,California,Los Angeles,1.52
12175664,California,Los Angeles,1.14
14114908,California,Orange,1.21
10893558,California,Los Angeles,1.22
12429546,California,Los Angeles,2.1
12429543,California,Los Angeles,2.12
12163452,California,Los Angeles,1.24
14364300,California,Orange,1.03
10846567,California,Los Angeles,1.2
14264300,California,Orange,1.17
12611645,California,Los Angeles,1.24
12154725,California,Los Angeles,1.21
12084787,California,Los Angeles,1.24
10757076,California,Los Angeles,1.33
12308899,California,Los Angeles,1.51
17300198,California,Ventura,1.14
11562251,California,Los Angeles,1.37
12248380,California,Los Angeles,1.22
10801279,California,Los Angeles,1.33
11603395,California,Los Angeles,1.35
14031970,California,Orange,1.22
12178958,California,Los Angeles,1.12
14461122,California,Orange,1.04
10763147,California,Los Angeles,1.54
12115470,California,Los Angeles,0.82
10981269,California,Los Angeles,1.36
12817094,California,Los Angeles,1.28
12888275,California,Los Angeles,1.33
12467710,California,Los Angeles,1.24
12962490,California,Los Angeles,1.6
11295764,California,Los Angeles,1.82
11242196,California,Los Angeles,1.17
14140068,California,Orange,1.16
12431331,California,Los Angeles,1.36
10925722,California,Los Angeles,1.23
17208892,California,Ventura,1.07
14305067,California,Orange,1.03
12028585,California,Los Angeles,1.22
10917943,California,Los Angeles,1.23
10809671,California,Los Angeles,1.24
13926673,California,Orange,1.53
17088076,California,Ventura,1.07
11680408,California,Los Angeles,1.2
11858312,California,Los Angeles,1.26
11046787,California,Los Angeles,1.37
11318178,California,Los Angeles,1.69
12717146,California,Los Angeles,1.33
13085466,California,Los Angeles,1.45
14314008,California,Orange,1.19
13904106,California,Orange,1.56
14255247,California,Orange,1.15
11611824,California,Los Angeles,1.21
10874546,California,Los Angeles,1.25
17268053,California,Ventura,1.07
14078118,California,Orange,1.14
12991229,California,Los Angeles,1.3
12423886,California,Los Angeles,1.22
14469629,California,Orange,1.38
13052104,California,Los Angeles,1.52
17151335,California,Ventura,1.16
11815363,California,Los Angeles,1.29
14160763,California,Orange,1.17
11054615,California,Los Angeles,1.24
13079551,California,Los Angeles,1.21
17131320,California,Ventura,1.08
11824788,California,Los Angeles,3.79
12660205,California,Los Angeles,1.23
14068357,California,Orange,1.12
14437246,California,Orange,1.02
12755014,California,Los Angeles,1.27
11602360,California,Los Angeles,1.23
12726123,California,Los Angeles,1.32
10913795,California,Los Angeles,1.21
14311293,California,Orange,1.02
11602743,California,Los Angeles,1.31
12709276,California,Los Angeles,1.12
12246856,California,Los Angeles,1.29
13079311,California,Los Angeles,1.17
11449219,California,Los Angeles,1.14
12336923,California,Los Angeles,1.37
10801652,California,Los Angeles,1.24
11482526,California,Los Angeles,1.37
14370394,California,Orange,1.04
12471074,California,Los Angeles,1.24
10768298,California,Los Angeles,1.25
167639152,California,Los Angeles,1.12
14401469,California,Orange,1.07
14424596,California,Orange,1.06
11815643,California,Los Angeles,1.21
12716034,California,Los Angeles,1.59
11428402,California,Los Angeles,1.28
17293296,California,Ventura,1.17
12099519,California,Los Angeles,1.26
14215368,California,Orange,1.1
11238463,California,Los Angeles,1.88
10913809,California,Los Angeles,1.21
12471945,California,Los Angeles,1.3
11090247,California,Los Angeles,1.37
11915816,California,Los Angeles,1.78
11004571,California,Los Angeles,1.22
14460370,California,Orange,1.05
11263727,California,Los Angeles,1.51
14254846,California,Orange,1.13
12909517,California,Los Angeles,5.31
14438207,California,Orange,1.11
17145152,California,Ventura,1.2
10783737,California,Los Angeles,1.28
13964093,California,Orange,1.02
17064514,California,Ventura,1.2
11323147,California,Los Angeles,1.26
10730532,California,Los Angeles,1.24
11953096,California,Los Angeles,1.2
12156817,California,Los Angeles,1.24
12961394,California,Los Angeles,1.18
12251997,California,Los Angeles,1.27
11619257,California,Los Angeles,1.29
11690860,California,Los Angeles,1.21
10863884,California,Los Angeles,1.21
12458414,California,Los Angeles,1.23
11323790,California,Los Angeles,2.43
11039228,California,Los Angeles,1.25
11296706,California,Los Angeles,2.11
12457947,California,Los Angeles,1.24
12096134,California,Los Angeles,1.23
17285721,California,Ventura,1.08
12584705,California,Los Angeles,1.32
14450491,California,Orange,1.01
10755983,California,Los Angeles,1.25
10982724,California,Los Angeles,1.24
10926397,California,Los Angeles,1.28
13093898,California,Los Angeles,1.81
17065684,California,Ventura,1.16
12815560,California,Los Angeles,1.43
11336973,California,Los Angeles,1.21
11531730,California,Los Angeles,1.31
14138062,California,Orange,1.19
11284890,California,Los Angeles,1.8
11185767,California,Los Angeles,1.76
10954879,California,Los Angeles,1.1
14145073,California,Orange,1.13
11891680,California,Los Angeles,1.22
14294507,California,Orange,1.11
14444767,California,Orange,0.97
12827805,California,Los Angeles,1.22
13096464,California,Los Angeles,1.73
14502262,California,Orange,1.47
12517377,California,Los Angeles,1.2
11073082,California,Los Angeles,1.33
12745245,California,Los Angeles,1.3
17125199,California,Ventura,1.07
14408850,California,Orange,1.05
12899871,California,Los Angeles,1.23
17177395,California,Ventura,1.42
12575258,California,Los Angeles,1.32
14045580,California,Orange,1.16
10790216,California,Los Angeles,1.23
11328674,California,Los Angeles,2.06
11325986,California,Los Angeles,1.2
17057673,California,Ventura,1.07
10755684,California,Los Angeles,1.26
14279520,California,Orange,1.1
12453193,California,Los Angeles,1.31
11736888,California,Los Angeles,1.22
12993312,California,Los Angeles,1.99
12788400,California,Los Angeles,1.39
11338285,California,Los Angeles,1.15
11262983,California,Los Angeles,1.63
12091982,California,Los Angeles,1.08
14109545,California,Orange,1.18
17190925,California,Ventura,1.06
14417638,California,Orange,1.0
12094144,California,Los Angeles,1.17
13836471,California,Orange,1.24
11101961,California,Los Angeles,1.23
10726918,California,Los Angeles,1.18
12232749,California,Los Angeles,3.2
11260850,California,Los Angeles,1.48
12090246,California,Los Angeles,1.21
12722641,California,Los Angeles,1.28
14088720,California,Orange,1.42
11248943,California,Los Angeles,1.3
12740438,California,Los Angeles,1.29
11343312,California,Los Angeles,1.37
11988746,California,Los Angeles,1.2
12959016,California,Los Angeles,1.41
13939270,California,Orange,1.17
10958706,California,Los Angeles,1.11
11931432,California,Los Angeles,1.24
17073352,California,Ventura,1.18
11919639,California,Los Angeles,1.56
17143811,California,Ventura,1.06
14275723,California,Orange,1.18
10998368,California,Los Angeles,1.24
11211490,California,Los Angeles,1.66
11286779,California,Los Angeles,1.72
12233442,California,Los Angeles,1.44
10902106,California,Los Angeles,1.24
10806179,California,Los Angeles,1.21
10868851,California,Los Angeles,1.21
12466476,California,Los Angeles,1.2
11295899,California,Los Angeles,1.71
12907088,California,Los Angeles,1.32
17283190,California,Ventura,1.05
14385917,California,Orange,0.99
10939199,California,Los Angeles,1.13
12888979,California,Los Angeles,1.28
14273705,California,Orange,1.64
11659191,California,Los Angeles,1.32
14499192,California,Orange,1.02
12238083,California,Los Angeles,1.48
10775572,California,Los Angeles,1.22
11158661,California,Los Angeles,1.96
11420844,California,Los Angeles,1.65
14439758,California,Orange,1.02
10819149,California,Los Angeles,1.23
11144875,California,Los Angeles,1.51
13028859,California,Los Angeles,1.24
11320315,California,Los Angeles,1.57
12816835,California,Los Angeles,1.81
14275955,California,Orange,1.06
14297418,California,Orange,1.06
10834751,California,Los Angeles,1.24
10794407,California,Los Angeles,1.24
12599189,California,Los Angeles,1.18
11321803,California,Los Angeles,1.56
13914426,California,Orange,1.15
14474347,California,Orange,1.03
11744481,California,Los Angeles,1.23
14213663,California,Orange,1.1
13914380,California,Orange,1.13
11053624,California,Los Angeles,1.24
14223815,California,Orange,1.08
11818609,California,Los Angeles,1.27
17272282,California,Ventura,1.08
13909576,California,Orange,1.16
14444497,California,Orange,1.02
11516490,California,Los Angeles,1.24
14276250,California,Orange,1.06
11135843,California,Los Angeles,1.25
11295985,California,Los Angeles,1.99
12184189,California,Los Angeles,1.25
11988666,California,Los Angeles,1.21
14002151,California,Orange,1.24
12126555,California,Los Angeles,1.22
10812789,California,Los Angeles,1.22
11089670,California,Los Angeles,1.27
13850648,California,Orange,1.36
14124447,California,Orange,1.4
12155978,California,Los Angeles,1.19
13030975,California,Los Angeles,1.16
10862383,California,Los Angeles,1.21
14135655,California,Orange,1.98
12369423,California,Los Angeles,1.34
14219837,California,Orange,1.13
11394337,California,Los Angeles,1.24
12772353,California,Los Angeles,1.29
12729601,California,Los Angeles,1.29
10732940,California,Los Angeles,1.23
17276204,California,Ventura,1.06
14396826,California,Orange,1.01
14427155,California,Orange,1.09
11287753,California,Los Angeles,2.38
10966287,California,Los Angeles,1.22
12871157,California,Los Angeles,1.31
17188055,California,Ventura,1.06
10890843,California,Los Angeles,1.2
12035929,California,Los Angeles,1.21
11628225,California,Los Angeles,1.17
17199188,California,Ventura,1.11
14185671,California,Orange,1.18
11464332,California,Los Angeles,1.21
12668988,California,Los Angeles,1.27
13009944,California,Los Angeles,1.59
12730061,California,Los Angeles,1.3
13889681,California,Orange,1.07
13944425,California,Orange,2.16
13889539,California,Orange,1.13
12020886,California,Los Angeles,1.22
17233163,California,Ventura,0.83
12675779,California,Los Angeles,1.16
17225872,California,Ventura,1.15
14468053,California,Orange,1.08
12482389,California,Los Angeles,1.23
14435104,California,Orange,1.05
11228135,California,Los Angeles,1.19
14333983,California,Orange,1.11
14373498,California,Orange,1.04
14410377,California,Orange,1.06
11307147,California,Los Angeles,1.93
12842638,California,Los Angeles,1.26
10907327,California,Los Angeles,1.26
12728680,California,Los Angeles,1.75
12047004,California,Los Angeles,1.1
11603696,California,Los Angeles,1.22
17162450,California,Ventura,1.22
11560130,California,Los Angeles,1.21
17172911,California,Ventura,1.13
14505973,California,Orange,1.53
12579255,California,Los Angeles,1.46
12947768,California,Los Angeles,1.24
14157685,California,Orange,1.09
11294829,California,Los Angeles,1.74
14374569,California,Orange,1.04
12402298,California,Los Angeles,1.17
11207011,California,Los Angeles,1.89
12280600,California,Los Angeles,1.4
12275884,California,Los Angeles,1.84
12969877,California,Los Angeles,1.3
12299391,California,Los Angeles,1.28
13070893,California,Los Angeles,1.17
14333404,California,Orange,1.27
10761821,California,Los Angeles,1.29
14186935,California,Orange,1.39
14097166,California,Orange,1.28
14428039,California,Orange,1.19
12396935,California,Los Angeles,1.36
14146692,California,Orange,1.37
14134446,California,Orange,1.15
11987148,California,Los Angeles,1.2
17107882,California,Ventura,1.11
14121063,California,Orange,1.34
11092047,California,Los Angeles,1.24
14398176,California,Orange,1.0
11880155,California,Los Angeles,1.36
11437141,California,Los Angeles,1.87
10970738,California,Los Angeles,1.22
12950337,California,Los Angeles,1.36
14100507,California,Orange,1.16
12487937,California,Los Angeles,1.24
11182667,California,Los Angeles,1.6
10992803,California,Los Angeles,1.21
11106742,California,Los Angeles,1.41
11605232,California,Los Angeles,1.21
11036097,California,Los Angeles,1.47
12133844,California,Los Angeles,1.37
14200230,California,Orange,1.16
12920284,California,Los Angeles,1.26
14326276,California,Orange,1.32
12866268,California,Los Angeles,1.18
17136311,California,Ventura,1.09
11666597,California,Los Angeles,1.2
12987233,California,Los Angeles,1.35
17254810,California,Ventura,1.27
11554417,California,Los Angeles,1.23
11104489,California,Los Angeles,1.89
13893131,California,Orange,1.14
11660967,California,Los Angeles,1.22
12699537,California,Los Angeles,1.14
11281630,California,Los Angeles,1.45
13890570,California,Orange,1.41
14141902,California,Orange,1.34
12550425,California,Los Angeles,1.8
12332328,California,Los Angeles,1.21
11305405,California,Los Angeles,1.44
14240010,California,Orange,1.13
11083364,California,Los Angeles,1.26
11231632,California,Los Angeles,2.15
11235263,California,Los Angeles,2.14
11180237,California,Los Angeles,1.23
11889260,California,Los Angeles,1.17
12968228,California,Los Angeles,2.32
11629972,California,Los Angeles,1.25
12617191,California,Los Angeles,1.29
12620471,California,Los Angeles,1.25
11703478,California,Los Angeles,1.55
12733814,California,Los Angeles,1.32
11644178,California,Los Angeles,1.2
14180605,California,Orange,1.6
14412573,California,Orange,1.0
17104702,California,Ventura,1.09
12865698,California,Los Angeles,1.9
11035325,California,Los Angeles,1.23
13924843,California,Orange,1.02
10889686,California,Los Angeles,1.65
14412655,California,Orange,1.0
12331654,California,Los Angeles,1.2
11703026,California,Los Angeles,1.25
12821696,California,Los Angeles,1.16
12603815,California,Los Angeles,1.17
12911866,California,Los Angeles,1.51
13993363,California,Orange,1.19
10999190,California,Los Angeles,1.28
12965160,California,Los Angeles,1.65
14208389,California,Orange,1.09
12702443,California,Los Angeles,1.14
11716001,California,Los Angeles,1.28
12943250,California,Los Angeles,1.53
12149497,California,Los Angeles,1.1
11018421,California,Los Angeles,1.21
11785197,California,Los Angeles,1.31
13016098,California,Los Angeles,1.39
14490794,California,Orange,1.03
14175399,California,Orange,1.16
14371872,California,Orange,1.04
12259843,California,Los Angeles,1.86
11664356,California,Los Angeles,1.21
11214719,California,Los Angeles,2.02
12173626,California,Los Angeles,1.59
11231556,California,Los Angeles,2.14
17173167,California,Ventura,1.14
12373556,California,Los Angeles,1.37
17090167,California,Ventura,1.24
11004457,California,Los Angeles,1.26
11464841,California,Los Angeles,1.22
14117361,California,Orange,1.65
14414673,California,Orange,1.0
11939942,California,Los Angeles,1.21
11348219,California,Los Angeles,1.67
17091695,California,Ventura,1.06
13018546,California,Los Angeles,1.62
17090059,California,Ventura,1.12
12912741,California,Los Angeles,1.23
14015369,California,Orange,1.23
13951192,California,Orange,1.27
14033446,California,Orange,1.4
10917860,California,Los Angeles,1.22
13888555,California,Orange,1.08
10758799,California,Los Angeles,1.37
17210371,California,Ventura,1.06
11395960,California,Los Angeles,1.39
14308427,California,Orange,1.05
12313411,California,Los Angeles,1.36
11406167,California,Los Angeles,1.37
11635214,California,Los Angeles,1.28
17066361,California,Ventura,1.42
11210044,California,Los Angeles,1.86
14453690,California,Orange,1.27
11321598,California,Los Angeles,2.2
12747159,California,Los Angeles,1.27
12938407,California,Los Angeles,1.16
14297654,California,Orange,1.07
17086477,California,Ventura,1.07
13046116,California,Los Angeles,1.51
13863959,California,Orange,1.78
14073691,California,Orange,1.14
12895152,California,Los Angeles,1.33
14343699,California,Orange,1.05
12461154,California,Los Angeles,1.22
17086727,California,Ventura,1.05
14038888,California,Orange,1.15
12380616,California,Los Angeles,2.1
14393244,California,Orange,1.01
12342922,California,Los Angeles,1.21
14141262,California,Orange,1.13
12029810,California,Los Angeles,1.22
14255470,California,Orange,1.43
14278311,California,Orange,1.14
11499316,California,Los Angeles,1.12
11154593,California,Los Angeles,1.36
12769358,California,Los Angeles,1.85
17128028,California,Ventura,1.08
13939598,California,Orange,1.04
13008840,California,Los Angeles,1.41
14073489,California,Orange,1.12
14050811,California,Orange,1.16
17293152,California,Ventura,1.22
13998474,California,Orange,1.35
14397468,California,Orange,1.0
11228326,California,Los Angeles,1.2
14472225,California,Orange,1.01
14092184,California,Orange,2.53
17217748,California,Ventura,1.06
11768209,California,Los Angeles,1.31
13939524,California,Orange,1.59
14113580,California,Orange,1.26
12114831,California,Los Angeles,1.15
17128071,California,Ventura,1.09
14147054,California,Orange,1.13
12686110,California,Los Angeles,1.22
14417435,California,Orange,1.01
10970947,California,Los Angeles,1.23
13007089,California,Los Angeles,1.17
11756260,California,Los Angeles,1.21
14405187,California,Orange,1.25
14371204,California,Orange,1.06
11997212,California,Los Angeles,1.24
11184767,California,Los Angeles,1.57
12819402,California,Los Angeles,1.46
11283166,California,Los Angeles,4.57
12537644,California,Los Angeles,1.21
12537644,California,Los Angeles,1.21
10765485,California,Los Angeles,1.45
14484714,California,Orange,1.27
12513614,California,Los Angeles,1.21
12347948,California,Los Angeles,1.17
14531088,California,Orange,1.08
12347949,California,Los Angeles,1.23
12095353,California,Los Angeles,1.16
17249297,California,Ventura,1.18
11138630,California,Los Angeles,1.27
11285339,California,Los Angeles,1.79
11029954,California,Los Angeles,1.28
11915209,California,Los Angeles,1.56
14174804,California,Orange,1.38
12039769,California,Los Angeles,1.14
12756017,California,Los Angeles,1.31
11620594,California,Los Angeles,1.2
12014209,California,Los Angeles,1.21
12346649,California,Los Angeles,1.22
11311651,California,Los Angeles,1.51
11430085,California,Los Angeles,1.65
12153678,California,Los Angeles,2.33
13038910,California,Los Angeles,1.5
14419478,California,Orange,1.35
17190754,California,Ventura,1.06
14327436,California,Orange,1.27
10720965,California,Los Angeles,1.25
11735783,California,Los Angeles,1.28
14290023,California,Orange,1.36
11705900,California,Los Angeles,1.24
11533489,California,Los Angeles,1.2
13999208,California,Orange,1.35
10994606,California,Los Angeles,1.23
11968609,California,Los Angeles,1.23
11285958,California,Los Angeles,2.0
12757207,California,Los Angeles,1.37
14436529,California,Orange,1.09
10863572,California,Los Angeles,1.89
13924668,California,Orange,1.04
12331017,California,Los Angeles,1.2
17266787,California,Ventura,1.06
14389683,California,Orange,1.03
10774995,California,Los Angeles,1.25
17131933,California,Ventura,1.08
14284129,California,Orange,1.82
11982913,California,Los Angeles,1.21
11884289,California,Los Angeles,1.16
10717722,California,Los Angeles,1.23
14065823,California,Orange,1.23
12895578,California,Los Angeles,1.7
12123577,California,Los Angeles,1.18
10922655,California,Los Angeles,1.25
13876166,California,Orange,1.27
10735890,California,Los Angeles,1.22
14286637,California,Orange,1.15
11905502,California,Los Angeles,1.32
13837542,California,Orange,1.48
12910903,California,Los Angeles,1.25
17056028,California,Ventura,1.25
11516497,California,Los Angeles,1.82
14392890,California,Orange,1.39
12447409,California,Los Angeles,1.25
10806517,California,Los Angeles,1.22
12767347,California,Los Angeles,2.42
14328381,California,Orange,1.2
11913619,California,Los Angeles,1.18
11953003,California,Los Angeles,1.21
11925219,California,Los Angeles,1.17
11388417,California,Los Angeles,1.27
14407296,California,Orange,1.0
11505406,California,Los Angeles,1.13
11503052,California,Los Angeles,1.11
14040368,California,Orange,1.13
11662206,California,Los Angeles,1.3
12034258,California,Los Angeles,1.21
10978552,California,Los Angeles,1.23
13994424,California,Orange,1.53
11863392,California,Los Angeles,1.34
12155163,California,Los Angeles,1.28
14057322,California,Orange,1.18
11942371,California,Los Angeles,1.2
11226583,California,Los Angeles,1.2
12505223,California,Los Angeles,1.26
11084777,California,Los Angeles,1.47
17290491,California,Ventura,1.07
14484799,California,Orange,1.25
14036493,California,Orange,1.52
11011955,California,Los Angeles,1.25
12422752,California,Los Angeles,1.4
11103916,California,Los Angeles,1.48
12997588,California,Los Angeles,1.73
10734636,California,Los Angeles,1.34
17084206,California,Ventura,1.07
14058176,California,Orange,1.12
12688352,California,Los Angeles,1.26
13997102,California,Orange,1.72
12203061,California,Los Angeles,1.26
14216156,California,Orange,1.09
12700436,California,Los Angeles,1.44
13085194,California,Los Angeles,1.45
14434669,California,Orange,0.95
12060864,California,Los Angeles,1.09
12939981,California,Los Angeles,2.09
14012732,California,Orange,1.6
13982072,California,Orange,1.14
11192553,California,Los Angeles,2.16
14267679,California,Orange,1.23
11497723,California,Los Angeles,1.13
12757902,California,Los Angeles,1.87
12659005,California,Los Angeles,3.37
14464389,California,Orange,1.37
11102090,California,Los Angeles,1.23
13958174,California,Orange,1.23
11886405,California,Los Angeles,1.2
14351933,California,Orange,1.25
14163581,California,Orange,1.13
10726598,California,Los Angeles,1.25
14423833,California,Orange,1.04
14458379,California,Orange,1.68
11287814,California,Los Angeles,2.27
11321283,California,Los Angeles,1.64
12175264,California,Los Angeles,1.28
14409487,California,Orange,1.04
14506574,California,Orange,0.96
10839265,California,Los Angeles,1.31
12908116,California,Los Angeles,1.19
11100525,California,Los Angeles,1.39
17294678,California,Ventura,1.28
14205765,California,Orange,1.09
10809564,California,Los Angeles,1.21
17228781,California,Ventura,1.19
11492813,California,Los Angeles,1.21
17072284,California,Ventura,1.15
12864531,California,Los Angeles,1.39
17098797,California,Ventura,1.09
14414002,California,Orange,1.02
14315826,California,Orange,1.07
17205549,California,Ventura,1.4
10769213,California,Los Angeles,1.25
13868509,California,Orange,1.18
14010776,California,Orange,0.49
13851954,California,Orange,1.14
13088237,California,Los Angeles,1.54
12501003,California,Los Angeles,1.23
11211538,California,Los Angeles,1.53
12180570,California,Los Angeles,1.22
17230086,California,Ventura,1.15
11288284,California,Los Angeles,1.78
14066920,California,Orange,1.11
12906345,California,Los Angeles,1.76
11135801,California,Los Angeles,1.26
14057077,California,Orange,1.16
10989602,California,Los Angeles,1.22
10922480,California,Los Angeles,1.21
14147332,California,Orange,1.14
17290580,California,Ventura,1.07
11034338,California,Los Angeles,1.23
13884593,California,Orange,1.12
11914161,California,Los Angeles,1.32
14492848,California,Orange,1.0
12886469,California,Los Angeles,1.29
11402613,California,Los Angeles,1.38
14012018,California,Orange,1.17
11418918,California,Los Angeles,1.28
11639693,California,Los Angeles,1.17
14454081,California,Orange,1.58
14219327,California,Orange,1.09
12207332,California,Los Angeles,1.24
12481304,California,Los Angeles,1.32
17141638,California,Ventura,1.06
12156835,California,Los Angeles,2.13
12480158,California,Los Angeles,1.23
10761004,California,Los Angeles,1.23
11216321,California,Los Angeles,2.01
14115609,California,Orange,1.25
11292330,California,Los Angeles,2.21
11294182,California,Los Angeles,1.65
10805479,California,Los Angeles,1.22
11037284,California,Los Angeles,1.31
11077568,California,Los Angeles,1.24
12127362,California,Los Angeles,1.18
14222509,California,Orange,1.25
12454181,California,Los Angeles,1.26
14335357,California,Orange,1.15
10740290,California,Los Angeles,1.27
12267262,California,Los Angeles,3.16
14146719,California,Orange,1.35
12455542,California,Los Angeles,1.22
17136344,California,Ventura,1.1
11185019,California,Los Angeles,1.44
11117900,California,Los Angeles,1.37
11482931,California,Los Angeles,1.79
10870324,California,Los Angeles,1.22
11102412,California,Los Angeles,1.23
12129028,California,Los Angeles,1.17
14473040,California,Orange,1.03
12514236,California,Los Angeles,1.44
13916880,California,Orange,1.25
12022240,California,Los Angeles,1.26
14391643,California,Orange,0.98
11923244,California,Los Angeles,1.21
13055011,California,Los Angeles,1.15
14164286,California,Orange,1.13
10876631,California,Los Angeles,2.7
14205179,California,Orange,1.06
12916517,California,Los Angeles,1.46
14304447,California,Orange,1.02
14489932,California,Orange,0.97
12507913,California,Los Angeles,1.9
11079167,California,Los Angeles,1.25
11135699,California,Los Angeles,1.26
12986372,California,Los Angeles,2.04
11343067,California,Los Angeles,1.37
14164146,California,Orange,1.1
11631742,California,Los Angeles,1.24
13065653,California,Los Angeles,1.29
14219290,California,Orange,1.08
11809771,California,Los Angeles,1.21
12929222,California,Los Angeles,1.33
11080378,California,Los Angeles,1.28
11692530,California,Los Angeles,1.29
10739582,California,Los Angeles,1.18
12012185,California,Los Angeles,1.49
12220142,California,Los Angeles,1.35
11924486,California,Los Angeles,1.17
12929456,California,Los Angeles,1.36
14441490,California,Orange,1.22
17206110,California,Ventura,1.1
14113792,California,Orange,1.15
12156046,California,Los Angeles,1.69
10758196,California,Los Angeles,1.23
14165581,California,Orange,1.14
10990360,California,Los Angeles,1.37
12851957,California,Los Angeles,1.5
10780968,California,Los Angeles,1.29
12474338,California,Los Angeles,1.24
14176664,California,Orange,1.21
11350262,California,Los Angeles,1.6
14310727,California,Orange,1.01
12792410,California,Los Angeles,1.18
17191915,California,Ventura,1.06
12099698,California,Los Angeles,1.35
12796641,California,Los Angeles,1.2
11294300,California,Los Angeles,2.2
14389678,California,Orange,1.01
10875713,California,Los Angeles,1.67
11344614,California,Los Angeles,1.48
12733560,California,Los Angeles,1.59
12733517,California,Los Angeles,1.24
11648149,California,Los Angeles,1.22
12803353,California,Los Angeles,3.53
10778167,California,Los Angeles,1.22
13951594,California,Orange,1.25
13951593,California,Orange,1.28
17252804,California,Ventura,1.18
11935315,California,Los Angeles,1.23
12326591,California,Los Angeles,1.26
14174020,California,Orange,1.13
14173169,California,Orange,1.13
12330788,California,Los Angeles,1.38
13075897,California,Los Angeles,1.25
